,date,stock_id,link,source,title
0,2023-01-10 08:00:00,2478,https://news.google.com/__i/rss/rd/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAxLzEwL3RhLWktMjQ3OC0yMDIyMTItZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,finance.technews.tw,大毅12月營收月減7.0% | TechNews 科技新報 - finance.technews.tw
1,2023-01-10 08:00:00,2478,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAxLzEwL3RhLWktMjQ3OC0yMDIyMTItZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,科技新報,大毅12月營收月減7.0% | TechNews 科技新報 - 科技新報
2,2023-01-10 08:00:00,2478,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAxLzEwL3RhLWktMjQ3OC0yMDIyMTItZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,TechNews 科技新報,大毅12月營收月減7.0% | TechNews 科技新報 - TechNews 科技新報
3,2023-01-10 08:55:28,2478,https://news.google.com/__i/rss/rd/articles/CBMiQWh0dHBzOi8vdGVjaG5ld3MudHcvMjAyMy8wMS8xMC90YS1pLTI0NzgtMjAyMjEyLWZpbmFuY2lhbC1yZXBvcnQv0gEA?oc=5,TechNews 科技新報 ,大毅12月營收月減7.0% - TechNews 科技新報 
4,2023-01-10 08:55:28,2478,https://news.google.com/__i/rss/rd/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAxLzEwL3RhLWktMjQ3OC0yMDIyMTItZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,TechNews 科技新報,大毅12月營收月減7.0% | TechNews 科技新報 - TechNews 科技新報
5,2023-01-10 08:55:28,2478,https://news.google.com/__i/rss/rd/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAxLzEwL3RhLWktMjQ3OC0yMDIyMTItZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,科技新報,大毅12月營收月減7.0% | TechNews 科技新報 - 科技新報
6,2023-02-09 08:00:00,2478,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAyLzA5L3RhLWktMjQ3OC0yMDIzMDEtZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,finance.technews.tw,大毅1月營收月減16.5% | TechNews 科技新報 - finance.technews.tw
7,2023-02-09 08:00:00,2478,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAyLzA5L3RhLWktMjQ3OC0yMDIzMDEtZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,TechNews 科技新報,大毅1月營收月減16.5% | TechNews 科技新報 - TechNews 科技新報
8,2023-02-09 08:00:00,2478,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAyLzA5L3RhLWktMjQ3OC0yMDIzMDEtZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,科技新報,大毅1月營收月減16.5% | TechNews 科技新報 - 科技新報
9,2023-02-09 09:01:44,2478,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS50ZWNobmV3cy50dy8yMDIzLzAyLzA5L3RhLWktMjQ3OC0yMDIzMDEtZmluYW5jaWFsLXJlcG9ydC_SAQA?oc=5,TechNews 科技新報,大毅1月營收月減16.5% | TechNews 科技新報 - TechNews 科技新報
