date,stock_id,link,source,title,is_similar,available
2023-01-03 08:00:00,2409,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8F%8B%E9%81%94%E5%B0%87%E6%96%BC112%E5%B9%B42%E6%9C%888%E6%97%A5%E5%8F%AC%E9%96%8B%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83-104341607.html,Yahoo奇摩股市,【公告】友達將於112年2月8日召開法人說明會 - Yahoo奇摩股市,0,1
2023-01-05 06:13:26,2409,https://tw.stock.yahoo.com/news/%E5%8F%8B%E9%81%94fidm-plus-%E9%AB%94%E5%8C%96%E9%A1%AF%E7%A4%BA%E6%96%B9%E6%A1%88-ces%E4%BA%AE%E7%9B%B8%E6%89%93%E9%80%A0%E6%99%BA%E6%85%A7%E5%BA%A7%E8%89%99-060200368.html,Yahoo奇摩股市,友達FIDM Plus一體化顯示方案，CES亮相打造智慧座艙 - Yahoo奇摩股市,0,1
2023-01-05 08:00:00,2409,https://tw.stock.yahoo.com/news/ces%E5%A4%A7%E5%B1%95-%E5%8F%8B%E9%81%94%E7%A7%80micro-led%E8%BB%8A%E7%94%A8%E9%A1%AF%E7%A4%BA%E6%87%89%E7%94%A8-%E6%90%B6%E6%9C%AA%E4%BE%86%E8%BB%8A%E8%89%99%E5%95%86%E6%A9%9F-020135268.html,Yahoo奇摩股市,〈CES大展〉友達秀Micro LED車用顯示應用 搶未來車艙商機 - Yahoo奇摩股市,0,1
2023-01-06 03:02:00,2409,https://tw.stock.yahoo.com/news/%E4%B8%89%E6%98%9F-%E5%8F%8B%E9%81%94ces%E7%A7%80micro-led%E5%AF%A6%E5%8A%9B-%E5%8D%A1%E4%BD%8Dtv-%E8%BB%8A%E8%BC%89%E6%87%89%E7%94%A8-025226192.html,Yahoo奇摩股市,三星、友達CES秀Micro LED實力，卡位TV、車載應用 - Yahoo奇摩股市,0,1
2023-01-06 22:11:54,2409,https://tw.stock.yahoo.com/news/%E5%8F%8B%E9%81%94adr6%E6%97%A5%E4%B8%8A%E6%BC%B20-235%E7%BE%8E%E5%85%83%E6%BC%B2%E5%B9%854-63-%E6%8A%98%E5%8F%B0%E8%82%A116-31%E5%85%83-221154210.html,Yahoo奇摩股市,友達ADR6日上漲0.235美元漲幅4.63%折台股16.31元 - Yahoo奇摩股市,0,1
2023-01-07 08:00:00,2409,https://tw.stock.yahoo.com/news/%E5%85%89%E9%9B%BB%E8%82%A1-%E5%8F%8B%E9%81%94-%E5%A4%96%E8%B3%87%E6%8C%81%E7%BA%8C%E5%9B%9E%E8%A3%9C-074318629.html,Yahoo奇摩股市,《光電股》友達 外資持續回補 - Yahoo奇摩股市,0,1
2023-01-09 08:00:00,2409,https://tw.stock.yahoo.com/news/%E5%8F%8B%E9%81%94%E5%8E%BB%E5%B9%B4%E7%87%9F%E6%94%B62467%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B33-%E5%89%B52005%E5%B9%B4%E4%BE%86%E6%96%B0%E4%BD%8E-063246086.html,Yahoo奇摩股市,友達去年營收2467億元，年減33%，創2005年來新低 - Yahoo奇摩股市,0,1
2023-01-09 08:00:00,2409,https://tw.stock.yahoo.com/news/%E5%8F%8B%E9%81%94%E5%8E%BB%E5%B9%B4%E7%87%9F%E6%94%B6%E6%91%9417%E5%B9%B4%E4%BD%8E%E9%BB%9E-%E8%91%A3%E7%B8%BD12%E6%9C%88%E9%80%86%E5%8B%A2%E5%8A%A0%E7%A2%BC%E9%80%BE%E5%8D%83%E5%BC%B5%E6%8C%81%E8%82%A1-071500363.html,Yahoo奇摩股市,友達去年營收摔17年低點董總12月逆勢加碼逾千張持股 - Yahoo奇摩股市,0,1
2023-01-10 04:52:30,2409,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%8F%8B%E9%81%94-2022%E5%B9%B412%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B6179-97%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E-054223360.html,Yahoo奇摩股市,【公告】友達 2022年12月合併營收179.97億元 年增-43.34% - Yahoo奇摩股市,0,1
2023-01-10 08:00:00,2409,https://tw.stock.yahoo.com/news/%E5%85%89%E9%9B%BB%E8%82%A1-%E5%8F%8B%E9%81%94%E8%91%A3%E7%B8%BD%E4%B8%8A%E6%9C%88%E6%8D%8D%E8%A1%9B%E8%87%AA%E5%AE%B6%E8%82%A1-002119628.html,Yahoo奇摩股市,《光電股》友達董總上月捍衛自家股 - Yahoo奇摩股市,0,1
2023-01-10 08:00:00,2409,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E7%9B%A4%E4%B8%AD%E7%84%A6%E9%BB%9E%E8%82%A1-%E5%8F%B0%E7%A9%8D%E9%9B%BB-%E8%81%AF%E7%99%BC%E7%A7%91-%E9%95%B7%E6%A6%AE%E8%88%AA-020728294.html,Yahoo奇摩股市,《台北股市》盤中焦點股：台積電、聯發科、長榮航、友達、材料-KY - Yahoo奇摩股市,0,1
