date,stock_id,link,source,title,is_similar,available
2023-01-09 08:00:00,3498,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%99%BD%E7%A8%8B%E7%AC%AC%E4%B9%9D%E6%AC%A1%E8%B2%B7%E5%9B%9E%E5%BA%AB%E8%97%8F%E8%82%A1%E6%9C%9F%E9%96%93%E5%B1%86%E6%BB%BF%E4%B9%8B%E7%9B%B8%E9%97%9C%E4%BA%8B%E5%AE%9C-092515381.html,Yahoo奇摩股市,【公告】陽程第九次買回庫藏股期間屆滿之相關事宜 - Yahoo奇摩股市,0,1
2023-03-09 08:00:00,3498,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%99%BD%E7%A8%8B%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E5%87%BA%E5%94%AE%E8%BD%89%E6%8A%95%E8%B3%87%E8%82%A1%E6%AC%8A-074443742.html,Yahoo奇摩股市,【公告】陽程董事會決議出售轉投資股權 - Yahoo奇摩股市,0,1
2023-03-23 07:00:00,3498,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%99%BD%E7%A8%8B%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E5%8F%AC%E9%96%8B112%E5%B9%B4%E8%82%A1%E6%9D%B1%E5%B8%B8%E6%9C%83%E7%9B%B8%E9%97%9C%E4%BA%8B%E5%AE%9C-112715204.html,Yahoo奇摩股市,【公告】陽程董事會決議召開112年股東常會相關事宜 - Yahoo奇摩股市,0,1
2023-04-18 07:00:00,3498,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%99%BD%E7%A8%8B%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E8%BE%A6%E7%90%86%E7%A7%81%E5%8B%9F%E6%99%AE%E9%80%9A%E8%82%A1%E6%A1%88%E7%9B%B8%E9%97%9C%E4%BA%8B%E5%AE%9C-083443269.html,Yahoo奇摩股市,【公告】陽程董事會決議辦理私募普通股案相關事宜 - Yahoo奇摩股市,0,1
2023-05-22 07:00:00,3498,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E9%99%BD%E7%A8%8B-3498-%E8%82%A1%E5%83%B9%E6%8B%89%E8%87%B3%E6%BC%B2%E5%81%9C-%E6%BC%B2%E5%81%9C%E5%83%B935-040245167.html,Yahoo奇摩股市,盤中速報 - 陽程(3498)股價拉至漲停，漲停價35.65元，成交488張 - Yahoo奇摩股市,0,1
2023-05-22 07:00:00,3498,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E9%99%BD%E7%A8%8B-3498-%E8%82%A1%E5%83%B9%E5%A4%A7%E6%BC%B2%E8%87%B334-75%E5%85%83-034258943.html,Yahoo奇摩股市,盤中速報- 陽程(3498)股價大漲至34.75元，漲幅達7.09% - Yahoo奇摩股市,0,1
2023-05-23 04:00:46,3498,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E9%99%BD%E7%A8%8B-3498-%E6%80%A5%E6%8B%892-87-030256185.html,Yahoo奇摩股市,盤中速報 - 陽程(3498)急拉2.87%報33.9元，成交182張 - Yahoo奇摩股市,0,1
2023-06-15 07:00:00,3498,https://tw.stock.yahoo.com/news/%E7%9B%A4%E5%BE%8C%E9%80%9F%E5%A0%B1-%E9%99%BD%E7%A8%8B-3498-%E4%B8%8B%E9%80%B1-6%E6%9C%8826%E6%97%A5-090526850.html,Yahoo奇摩股市,盤後速報 - 陽程(3498)下週(6月26日)除息2元，預估參考價45.9元 - Yahoo奇摩股市,0,1
2023-06-20 07:00:00,3498,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%99%BD%E7%A8%8B112%E5%B9%B4%E8%82%A1%E6%9D%B1%E5%B8%B8%E6%9C%83%E9%87%8D%E8%A6%81%E6%B1%BA%E8%AD%B0%E4%BA%8B%E9%A0%85-075607171.html,Yahoo奇摩股市,【公告】陽程112年股東常會重要決議事項 - Yahoo奇摩股市,0,1
2023-10-06 07:00:00,3498,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E5%85%B6%E4%BB%96%E9%9B%BB-%E9%99%BD%E7%A8%8B9%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA0-84%E5%84%84%E5%85%83-%E5%B9%B4%E6%B8%9B54-082736988.html,Yahoo奇摩股市,《業績-其他電》陽程9月營收為0.84億元，年減54.11% - Yahoo奇摩股市,0,1
