date,stock_id,link,source,title,is_similar,available
2023-03-21 07:00:00,6125,https://tw.stock.yahoo.com/news/%E5%BB%A3%E9%81%8B2022%E5%B9%B4%E7%87%9F%E6%94%B6%E6%88%90%E9%95%B7%E9%80%BE3%E6%88%90-%E4%BB%8A%E5%B9%B4%E5%89%8D2%E5%80%8B%E6%9C%88%E4%B9%9F%E5%A2%9E%E6%BA%AB-054751689.html,Yahoo奇摩股市,廣運2022年營收成長逾3成 今年前2個月也增溫 - Yahoo奇摩股市,0,1
2023-04-07 07:00:00,6125,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E6%9B%B4%E6%AD%A3-%E5%BB%A3%E9%81%8B%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E9%80%9A%E9%81%8E%E5%8F%96%E5%BE%97%E4%B8%8D%E5%8B%95%E7%94%A2%E6%A1%88-120217528.html,Yahoo奇摩股市,【公告】[更正]廣運董事會決議通過取得不動產案 - Yahoo奇摩股市,0,1
2023-04-14 05:00:14,6125,https://tw.stock.yahoo.com/news/%E5%BB%A3%E9%81%8B%E9%AB%98%E9%9B%84%E5%8F%B0%E7%B3%96%E6%88%90%E5%8A%9F%E7%89%A9%E6%B5%81%E5%9C%92%E5%8D%80%E9%96%8B%E5%B9%95-043013917.html,Yahoo奇摩股市,廣運高雄台糖成功物流園區開幕 - Yahoo奇摩股市,0,1
2023-04-14 07:00:00,6125,https://tw.stock.yahoo.com/news/%E5%BB%A3%E9%81%8B%E6%8E%A5%E5%96%AE%E5%89%B5%E9%AB%98-%E4%BB%8A%E5%B9%B4%E7%9C%8B%E6%97%BA-201000408.html,Yahoo奇摩股市,廣運接單創高 今年看旺 - Yahoo奇摩股市,0,1
2023-04-17 00:34:20,6125,https://tw.stock.yahoo.com/news/%E5%BB%A3%E9%81%8B%E5%AD%90%E5%85%AC%E5%8F%B8%E7%BE%A4%E8%B1%90%E9%AB%98%E9%9B%84%E7%89%A9%E6%B5%81%E5%9C%92%E5%8D%80%E9%96%8B%E5%B9%95-%E5%BC%B7%E6%94%BB%E6%99%BA%E6%85%A7%E8%87%AA%E5%8B%95%E5%80%89%E5%84%B2-002721853.html,Yahoo奇摩股市,廣運子公司群豐高雄物流園區開幕，強攻智慧自動倉儲 - Yahoo奇摩股市,0,1
2023-04-18 07:00:00,6125,https://tw.stock.yahoo.com/news/%E5%82%B3%E7%94%A2-10%E5%B9%B4%E6%9C%80%E5%A4%A7%E4%BA%A4%E6%98%93-%E5%BB%A3%E9%81%8B18%E5%84%84%E8%B2%B7%E5%B9%B3%E9%8E%AE%E5%B7%A5%E6%A5%AD%E5%8D%80%E8%90%AC%E5%9D%AA%E5%BB%A0%E6%88%BF-235909250.html,Yahoo奇摩股市,《傳產》10年最大交易 廣運18億買平鎮工業區萬坪廠房 - Yahoo奇摩股市,0,1
2023-05-05 07:00:00,6125,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%BB%A3%E9%81%8B%E8%91%A3%E4%BA%8B%E6%9C%83%E9%80%9A%E9%81%8E%E7%B8%BD%E7%B6%93%E7%90%86%E6%99%89%E5%8D%87%E6%A1%88-112720716.html,Yahoo奇摩股市,【公告】廣運董事會通過總經理晉升案 。 - Yahoo奇摩股市,0,1
2023-05-07 07:00:00,6125,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%BB%A3%E9%81%8B-6125-%E8%82%A1%E5%83%B9%E6%AE%BA%E8%87%B3%E8%B7%8C%E5%81%9C-%E8%B7%8C%E5%81%9C%E5%83%B929-032851624.html,Yahoo奇摩股市,"盤中速報 - 廣運(6125)股價殺至跌停，跌停價29.35元，成交14,041張 - Yahoo奇摩股市",0,1
2023-05-08 06:23:02,6125,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%BB%A3%E9%81%8B-2023%E5%B9%B44%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B65-12%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E24-061139557.html,Yahoo奇摩股市,【公告】廣運 2023年4月合併營收5.12億元 年增24.62% - Yahoo奇摩股市,0,1
2023-05-17 07:00:00,6125,https://tw.stock.yahoo.com/news/%E5%BB%A3%E9%81%8B%E7%A9%8D%E6%A5%B5%E5%8F%83%E5%B1%95-%E9%99%A4%E5%9C%A8%E6%89%8B%E7%9A%8450%E5%84%84%E5%85%83%E8%A8%82%E5%96%AE%E9%82%84%E8%A6%81%E6%8F%90%E9%AB%98%E5%B8%82%E5%8D%A0%E7%8E%87-080641191.html,Yahoo奇摩股市,廣運積極參展 除在手的50億元訂單還要提高市占率 - Yahoo奇摩股市,0,1
