date,stock_id,link,source,title,is_similar,available
2023-01-11 02:29:40,5443,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%9D%87%E8%B1%AA-5443-%E6%80%A5%E6%8B%892-65-013825217.html,Yahoo奇摩股市,盤中速報 - 均豪(5443)急拉2.65%報29.05元，成交306張 - Yahoo奇摩股市,0,1
2023-01-11 08:00:00,5443,https://tw.stock.yahoo.com/news/%E7%94%A2%E5%93%81%E7%B5%84%E5%90%88%E5%84%AA%E5%8C%96-%E5%9D%87%E8%B1%AA%E5%8E%BB%E5%B9%B4%E7%8D%B2%E5%88%A9%E5%B9%B4%E5%A2%9E6%E6%88%90-%E6%AF%8F%E8%82%A1%E8%B3%BA2-45%E5%85%83%E8%A1%9D%E6%96%B0%E9%AB%98-094027157.html,Yahoo奇摩股市,產品組合優化均豪去年獲利年增6成每股賺2.45元衝新高 - Yahoo奇摩股市,0,1
2023-02-22 08:00:00,5443,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%9D%87%E8%B1%AA%E8%91%A3%E4%BA%8B%E6%9C%83%E6%B1%BA%E8%AD%B0%E5%8F%AC%E9%96%8B%E6%B0%91%E5%9C%8B112%E5%B9%B4%E8%82%A1%E6%9D%B1%E5%B8%B8%E6%9C%83%E5%8F%AC%E9%9B%86%E4%BA%8B%E7%94%B1-082301855.html,Yahoo奇摩股市,【公告】均豪董事會決議召開民國112年股東常會召集事由 - Yahoo奇摩股市,0,1
2023-02-22 08:00:00,5443,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%9D%87%E8%B1%AA%E8%91%A3%E4%BA%8B%E6%9C%83%E9%80%9A%E9%81%8E%E5%8F%96%E5%BE%97%E5%BF%97%E8%81%96%E5%B7%A5%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E8%82%A1%E7%A5%A8-082146437.html,Yahoo奇摩股市,【公告】均豪董事會通過取得志聖工業股份有限公司股票 - Yahoo奇摩股市,0,1
2023-05-22 07:00:00,5443,https://tw.stock.yahoo.com/news/%E5%9D%87%E8%B1%AA%E6%96%A5%E8%B3%873-07%E5%84%84%E5%85%83%E5%A2%9E%E6%8C%81%E5%BF%97%E8%81%96%E8%82%A1%E7%A5%A8-%E5%8A%A0%E5%BC%B7%E5%90%88%E4%BD%9C%E9%97%9C%E4%BF%82-100301828.html,Yahoo奇摩股市,均豪斥資3.07億元增持志聖股票 加強合作關係 - Yahoo奇摩股市,0,1
2023-05-25 07:00:00,5443,https://tw.stock.yahoo.com/news/%E7%9B%A4%E4%B8%AD%E9%80%9F%E5%A0%B1-%E5%9D%87%E8%B1%AA-5443-%E8%82%A1%E5%83%B9%E5%A4%A7%E6%BC%B2%E8%87%B330-85%E5%85%83-012444552.html,Yahoo奇摩股市,盤中速報 - 均豪(5443)股價大漲至30.85元，漲幅達7.12% - Yahoo奇摩股市,0,1
2023-06-13 07:00:00,5443,https://tw.stock.yahoo.com/news/%E7%9B%A4%E5%BE%8C%E9%80%9F%E5%A0%B1-%E5%9D%87%E8%B1%AA-5443-%E4%B8%8B%E9%80%B1-6%E6%9C%8820%E6%97%A5-090555530.html,Yahoo奇摩股市,盤後速報 - 均豪(5443)下週(6月20日)除息1.8元，預估參考價30.15元 - Yahoo奇摩股市,0,1
2023-06-18 07:00:00,5443,https://tw.stock.yahoo.com/news/%E5%9D%87%E8%B1%AA%E4%B8%8B%E5%8D%8A%E5%B9%B4%E7%87%9F%E9%81%8B%E5%A5%BD%E8%BD%89-%E6%97%97%E4%B8%8B%E5%9D%87%E8%8F%AF%E6%80%A5%E5%87%BA%E8%B2%A8-061525036.html,Yahoo奇摩股市,均豪下半年營運好轉旗下均華急出貨 - Yahoo奇摩股市,0,1
2023-06-19 07:00:00,5443,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%9D%87%E8%B1%AA112%E5%B9%B4%E5%BA%A6%E8%82%A1%E6%9D%B1%E5%B8%B8%E6%9C%83%E9%87%8D%E8%A6%81%E6%B1%BA%E8%AD%B0%E4%BA%8B%E9%A0%85-073426566.html,Yahoo奇摩股市,【公告】均豪112年度股東常會重要決議事項 - Yahoo奇摩股市,0,1
2023-06-19 07:00:00,5443,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E5%9D%87%E8%B1%AA%E7%AC%AC%E5%8D%81%E5%85%AD%E5%B1%86%E6%96%B0%E4%BB%BB%E8%91%A3%E4%BA%8B%E6%8E%A8%E9%81%B8%E8%91%A3%E4%BA%8B%E9%95%B7-074319897.html,Yahoo奇摩股市,【公告】均豪第十六屆新任董事推選董事長 - Yahoo奇摩股市,0,1
